income,age,employment_years,num_credit_lines,outstanding_debt,credit_utilisation,late_payments,delinquencies,mortgage,loan_amount,default
48827.17,41,19,9,33895.13,0.694,0,0,1,641.14,1
33024.55,23,33,4,5332.65,0.161,0,0,0,0.0,1
44521.19,19,7,8,16372.11,0.368,1,0,0,24512.15,1
71854.57,55,23,5,23356.17,0.325,2,0,0,6656.48,1
36562.82,64,30,3,0.0,0.0,0,0,1,5875.65,0
63586.76,31,25,6,19413.41,0.305,2,0,1,24642.38,1
51187.4,47,5,7,20367.21,0.398,1,0,0,4544.11,1
10655.16,50,20,8,28165.77,2.643,1,0,0,0.0,1
17957.26,56,7,9,0.0,0.0,0,0,0,0.0,1
23328.08,73,37,8,77.48,0.003,0,0,0,7962.03,1
22903.3,68,14,10,22183.55,0.969,0,0,0,16722.43,1
38194.21,36,16,5,35005.3,0.916,0,0,0,5120.89,1
52292.88,73,34,6,6341.75,0.121,0,0,0,6868.63,0
65103.17,19,17,5,0.0,0.0,1,0,0,220.39,0
46163.5,72,7,6,9865.43,0.214,1,0,0,2828.26,1
31086.41,26,35,1,0.0,0.0,1,3,1,23712.11,1
8000.0,24,25,10,16766.72,2.096,0,0,0,6620.07,1
41411.79,24,24,6,0.0,0.0,1,0,0,248.01,0
40515.4,24,3,6,28645.11,0.707,0,0,0,24431.67,1
43658.58,44,17,10,17555.11,0.402,0,0,0,5178.18,1
82124.81,54,18,5,33273.98,0.405,0,0,1,6223.97,1
64811.93,60,10,5,0.0,0.0,0,0,1,5402.19,0
55701.22,18,22,6,0.0,0.0,1,0,0,0.0,1
20758.46,34,9,11,31465.94,1.516,0,0,0,3728.37,1
29740.11,25,18,3,2181.2,0.073,0,4,0,9983.05,1
38103.11,26,32,1,0.0,0.0,0,0,1,3638.87,0
24491.86,60,29,1,9408.71,0.384,0,0,0,17726.5,0
50009.29,54,11,8,18636.12,0.373,0,0,1,0.0,1
47138.18,29,8,0,12343.6,0.262,0,0,0,10714.88,1
18233.84,35,0,8,18843.6,1.033,1,0,0,2687.66,1
63936.33,70,13,10,21381.14,0.334,0,0,0,17224.86,1
42046.21,50,0,8,18406.89,0.438,0,0,0,23162.25,1
8000.0,31,5,2,31025.56,3.878,0,0,1,20075.77,1
38973.14,71,39,7,13684.61,0.351,0,0,1,8588.16,1
45624.13,29,34,5,13908.71,0.305,1,0,1,7510.69,1
59455.85,34,22,0,27987.76,0.471,0,0,0,6832.32,1
33250.47,57,30,2,21614.94,0.65,0,0,0,0.0,1
56558.77,47,19,8,2113.0,0.037,1,0,0,16851.18,0
43742.84,21,24,6,12992.58,0.297,1,0,1,0.0,1
13698.91,63,36,5,17943.33,1.31,0,0,0,3871.59,1
11696.66,31,3,9,2367.24,0.202,0,0,1,23989.55,1
62451.2,57,14,6,8157.49,0.131,1,0,1,0.0,1
63919.68,37,4,11,0.0,0.0,1,0,0,12629.84,0
46458.18,60,31,0,0.0,0.0,2,0,1,15425.33,0
69914.13,69,32,3,11380.23,0.163,0,4,1,2115.76,1
61132.2,62,28,2,18022.51,0.295,0,0,0,0.0,1
53672.57,70,24,4,0.0,0.0,1,0,1,0.0,1
21773.77,48,19,10,32845.46,1.508,0,0,0,3099.01,1
74628.58,21,0,4,1762.36,0.024,0,0,0,0.0,0
50726.03,48,30,3,28760.56,0.567,1,0,0,0.0,1
32283.22,44,35,1,19508.37,0.604,0,0,1,17708.5,1
26634.6,58,38,4,45308.49,1.701,1,0,0,0.0,1
45135.68,32,13,2,22611.16,0.501,0,0,1,12325.7,1
8000.0,57,8,2,0.0,0.0,0,0,1,0.0,1
53993.47,43,26,1,31214.85,0.578,1,0,1,13121.47,1
20928.58,56,0,7,37556.59,1.794,1,0,1,9849.08,1
47412.16,41,2,8,0.0,0.0,0,0,1,18141.47,0
29567.59,39,32,8,22543.69,0.762,0,0,0,0.0,1
34711.63,30,38,0,26375.89,0.76,0,0,1,132.53,1
24861.8,65,16,11,9293.76,0.374,2,0,0,16998.8,1
36775.41,21,20,6,0.0,0.0,1,0,1,1285.32,0
77787.59,31,21,6,13339.39,0.171,0,0,0,3870.54,1
67701.19,42,5,10,8054.08,0.119,1,0,1,13242.53,0
47089.58,26,8,3,37655.6,0.8,2,4,1,4794.88,1
39494.11,70,11,6,12620.54,0.32,2,0,1,8882.65,1
56884.02,37,33,0,9503.73,0.167,0,0,0,6571.97,0
62599.41,31,17,5,7462.25,0.119,2,0,0,4404.55,1
23403.63,32,28,3,17226.58,0.736,0,2,1,0.0,1
38451.22,28,7,2,14698.14,0.382,0,0,0,3111.37,1
8000.0,55,38,7,0.0,0.0,0,0,1,13193.29,0
62462.04,45,35,1,20206.51,0.323,1,0,0,4591.11,1
81300.49,31,19,11,9771.22,0.12,0,1,0,12707.45,1
41601.65,67,9,2,0.0,0.0,0,0,0,4510.59,1
8000.0,55,39,0,20820.34,2.602,1,0,0,12627.7,1
52177.81,40,32,5,23815.54,0.456,1,0,1,1615.54,1
21918.22,47,20,4,15187.91,0.693,0,0,1,0.0,1
26733.01,55,10,7,6036.29,0.226,0,0,1,16456.27,1
52531.53,26,24,8,14172.25,0.27,2,0,1,0.0,1
45091.08,64,14,7,26798.35,0.594,0,0,0,852.28,1
30237.82,32,26,6,3546.61,0.117,1,0,0,7878.06,0
27007.89,19,33,9,25595.48,0.948,1,0,0,0.0,1
42516.72,47,19,7,0.0,0.0,1,0,0,2045.43,0
31810.69,67,1,1,15703.51,0.494,1,0,0,1195.68,1
17815.26,59,22,5,12167.89,0.683,0,0,0,5063.61,1
33348.74,35,34,8,28375.15,0.851,0,0,0,5383.97,1
46791.85,40,8,3,895.24,0.019,0,0,0,3035.16,1
36437.93,51,38,10,1496.64,0.041,3,0,1,6033.66,1
11729.83,31,14,5,0.0,0.0,0,0,0,22374.69,1
59781.29,64,27,3,7477.11,0.125,1,0,1,31237.92,1
8000.0,34,28,4,14631.27,1.829,1,0,1,12800.8,1
31072.7,30,7,7,0.0,0.0,0,0,0,4521.31,0
27596.03,23,1,8,6115.92,0.222,1,0,1,0.0,1
42963.58,57,37,3,23458.21,0.546,0,0,1,385.95,1
51233.24,19,28,2,13580.13,0.265,0,0,0,5394.44,1
62535.3,63,25,1,17381.61,0.278,0,0,0,19083.89,1
25751.9,73,12,5,0.0,0.0,1,0,0,0.0,0
51731.65,24,4,11,13672.48,0.264,1,2,1,11334.31,1
43916.37,23,10,11,14821.92,0.337,0,0,0,2519.37,1
8000.0,71,21,6,8344.05,1.043,0,0,0,17350.18,1
78010.81,25,27,6,20093.11,0.258,0,0,0,3972.47,1
11224.5,41,12,6,6485.57,0.578,0,3,0,138.14,1
48389.95,67,8,2,7998.43,0.165,1,0,0,800.62,1
47799.2,25,9,4,0.0,0.0,0,0,0,25081.07,1
45512.74,55,38,11,29168.2,0.641,1,0,0,7227.88,1
30108.46,39,25,7,0.0,0.0,0,0,0,18608.14,0
56545.05,42,39,2,18023.71,0.319,1,0,1,11170.18,1
8792.65,71,0,1,38077.22,4.33,0,0,1,13748.61,1
38683.42,54,18,9,30389.87,0.786,0,0,0,3929.88,1
28722.51,36,18,10,20512.72,0.714,0,2,0,6545.86,1
26454.04,71,16,1,16391.54,0.62,0,0,1,0.0,1
48574.96,51,15,4,12940.93,0.266,1,0,0,0.0,1
61549.57,23,3,10,2634.71,0.043,1,0,1,5288.84,1
33134.88,40,1,3,9506.02,0.287,0,0,0,4251.89,1
55613.62,31,31,2,24184.5,0.435,0,0,1,6192.87,1
40994.81,54,17,4,19945.21,0.487,0,0,1,15353.67,1
22145.36,67,6,4,24045.37,1.086,0,0,1,26182.96,1
34840.96,20,13,5,31779.17,0.912,1,0,0,0.0,1
34010.28,62,37,11,11024.17,0.324,0,0,0,11415.84,1
26066.8,70,18,11,15484.45,0.594,0,0,1,1725.6,1
48569.66,74,39,6,0.0,0.0,1,0,0,0.0,0
44692.92,55,6,0,48312.26,1.081,0,1,0,31216.03,1
8187.01,35,4,3,4610.97,0.563,0,0,1,6885.42,1
8000.0,26,22,2,20575.39,2.572,1,0,0,3807.75,1
48493.69,71,27,0,8631.46,0.178,0,0,0,16515.44,1
23694.27,41,39,4,5803.25,0.245,1,0,0,31656.77,1
46040.82,37,18,0,11049.05,0.24,0,0,1,10666.89,1
55618.63,59,8,6,0.0,0.0,1,0,0,32995.76,0
14580.94,58,21,3,0.0,0.0,2,0,0,7466.49,0
11769.25,64,12,8,28572.28,2.427,0,0,0,17830.26,1
73488.63,68,7,6,25534.4,0.347,0,0,0,0.0,1
47031.42,67,3,11,965.32,0.021,0,0,1,0.0,0
31615.19,27,28,5,19940.18,0.631,0,0,0,10773.22,1
21321.19,27,25,1,24491.13,1.149,1,0,0,20947.69,1
29791.18,29,6,11,2583.81,0.087,0,0,0,2738.57,0
16188.55,53,22,3,17796.57,1.099,0,0,0,17077.07,1
57668.24,51,35,9,30868.87,0.535,0,0,0,11560.43,1
24464.98,66,32,9,0.0,0.0,0,0,1,5052.71,0
61870.69,66,18,11,24188.24,0.391,1,0,1,15077.5,1
31987.42,64,2,7,18664.55,0.583,0,0,0,0.0,1
19133.0,22,25,6,40120.06,2.097,0,0,1,18169.34,1
31473.97,57,20,4,21502.93,0.683,0,0,0,5611.69,1
8000.0,66,36,5,4636.79,0.58,0,0,0,15197.33,1
37584.63,73,22,9,9330.63,0.248,0,0,0,10068.93,1
36597.62,37,29,6,44010.67,1.203,0,0,1,8886.02,1
56494.85,62,21,0,10326.73,0.183,0,0,0,0.0,1
8000.0,41,21,4,19592.19,2.449,0,0,0,2318.52,1
63237.33,27,12,10,12748.02,0.202,2,0,1,0.0,1
56411.99,37,16,2,31860.13,0.565,0,0,0,13513.02,1
65040.87,32,11,5,33464.14,0.515,0,0,1,5686.08,1
38945.57,69,18,10,13554.54,0.348,0,0,0,0.0,1
60277.94,28,38,3,9926.38,0.165,0,0,0,13652.91,1
10575.12,25,13,8,4598.39,0.435,1,0,0,6342.02,0
54260.95,51,18,9,0.0,0.0,0,0,0,7407.22,1
24576.74,50,37,3,13966.06,0.568,0,0,1,12601.87,1
8000.0,49,6,10,12005.94,1.501,0,0,0,10528.13,1
17517.19,26,10,5,0.0,0.0,0,0,1,28132.74,1
40110.62,46,19,3,0.0,0.0,1,0,1,17107.49,1
23514.02,70,16,2,15445.68,0.657,2,2,0,8702.16,1
47521.47,23,13,3,19741.49,0.415,0,0,1,11300.15,1
8000.0,63,31,6,16719.68,2.09,0,0,0,5837.8,1
8000.0,25,19,2,0.0,0.0,0,0,1,3138.74,0
67447.75,31,14,4,22696.37,0.336,2,0,0,16827.92,1
58076.0,69,19,8,13128.86,0.226,1,0,0,24153.96,1
19014.06,34,35,10,24868.72,1.308,2,0,1,6346.83,1
39940.01,47,39,8,0.0,0.0,0,0,1,13453.98,0
60390.14,39,9,6,33292.06,0.551,0,0,1,0.0,1
48384.01,53,1,8,37488.2,0.775,1,0,0,14476.55,1
42964.46,41,1,4,16037.63,0.373,0,0,0,0.0,1
61903.08,43,17,3,22245.42,0.359,1,0,1,10053.29,1
25385.75,64,25,8,24296.96,0.957,1,0,0,12457.99,1
40623.57,49,2,1,0.0,0.0,1,0,1,21209.8,0
39643.03,50,20,10,6670.33,0.168,0,0,1,0.0,1
34544.76,63,15,5,16217.84,0.469,0,0,1,24060.73,1
32203.89,42,37,9,43623.81,1.355,1,0,1,20159.63,1
41457.36,64,24,1,0.0,0.0,0,0,0,13317.19,0
40688.15,59,16,5,38634.68,0.95,0,0,0,4941.12,1
19031.45,68,23,5,9004.75,0.473,1,0,1,18699.9,1
56035.92,44,5,4,15087.04,0.269,0,0,1,26902.56,1
20472.3,49,19,6,30317.9,1.481,0,4,0,5357.96,1
35635.33,25,13,7,43885.28,1.231,0,0,1,22592.0,1
34094.39,24,7,11,19752.13,0.579,0,0,0,17927.65,1
47162.07,24,15,9,32187.41,0.682,0,0,0,20540.55,1
8000.0,54,25,2,0.0,0.0,0,0,0,15883.92,1
57818.2,36,23,11,7839.8,0.136,0,0,0,8253.36,1
26460.19,34,38,5,0.0,0.0,0,0,0,0.0,0
64399.27,52,10,5,8706.11,0.135,0,0,0,3240.92,1
30436.7,40,27,0,21522.19,0.707,0,0,1,14925.41,1
39023.13,25,22,8,17084.49,0.438,0,0,0,6094.13,1
78275.72,49,34,10,43734.11,0.559,0,0,0,0.0,1
34453.24,49,36,3,44265.99,1.285,0,0,0,2154.82,1
64777.0,25,28,10,14430.13,0.223,0,0,0,0.0,0
40780.9,33,16,1,3882.82,0.095,0,0,0,10643.38,0
48308.38,31,21,11,32231.38,0.667,0,0,1,16706.04,1
41399.17,57,26,3,33103.27,0.8,1,0,0,10273.52,1
56957.03,32,32,5,22314.42,0.392,1,4,1,0.0,1
26289.37,19,9,0,23212.35,0.883,0,0,0,4266.11,1
20319.03,33,34,10,20269.19,0.997,0,0,0,0.0,1
27228.48,44,32,6,0.0,0.0,0,0,0,6710.84,0
41994.21,61,3,11,0.0,0.0,1,3,0,15747.19,0
35583.62,20,10,4,12794.83,0.36,1,0,0,9115.68,1
54205.5,68,9,0,12406.82,0.229,1,0,1,8476.91,1
66094.63,36,23,8,20763.62,0.314,0,0,0,23942.35,0
20483.23,37,8,1,10079.95,0.492,1,0,0,0.0,1
25321.02,18,12,7,0.0,0.0,1,0,0,19364.67,1
11275.21,33,7,0,0.0,0.0,1,0,1,5199.9,0
80607.46,44,2,2,29122.2,0.361,0,0,1,33265.69,1
46093.39,53,18,7,4667.48,0.101,2,0,0,10975.06,1
49596.05,61,12,8,11477.74,0.231,0,0,0,0.0,1
13195.83,47,20,1,2949.96,0.224,1,0,1,4390.12,1
39976.6,23,8,2,301.92,0.008,2,0,1,0.0,0
50184.96,40,11,10,920.72,0.018,0,0,1,29484.68,1
34944.85,59,35,0,28792.03,0.824,0,0,1,1010.3,1
61514.11,54,32,2,12564.16,0.204,0,0,1,20635.9,1
86236.62,51,10,11,28145.13,0.326,2,0,0,17650.11,1
21058.74,46,6,6,23642.15,1.123,1,0,0,0.0,1
19558.26,46,38,0,16704.29,0.854,0,0,1,0.0,1
22444.88,74,27,10,24275.14,1.081,0,0,0,17975.15,1
72123.98,52,19,4,17427.04,0.242,0,0,1,4670.9,1
60847.11,52,27,8,36541.94,0.601,1,0,1,8193.79,1
37289.44,37,8,7,26080.19,0.699,1,3,1,9699.16,1
40731.19,45,17,4,28419.77,0.698,0,0,1,0.0,1
23669.13,58,15,4,0.0,0.0,0,0,1,7305.82,1
57800.54,66,28,6,19728.71,0.341,0,0,0,19481.66,0
32401.96,62,7,4,0.0,0.0,0,0,0,0.0,0
34798.47,55,19,2,34495.19,0.991,0,0,0,16175.97,1
52175.8,62,33,8,5867.68,0.112,0,0,0,5830.81,0
36240.1,19,7,8,6353.48,0.175,0,0,0,0.0,1
35300.68,33,4,7,0.0,0.0,0,0,0,11464.48,0
40211.5,31,32,8,13477.08,0.335,1,0,0,7827.79,1
55907.11,55,34,6,11566.93,0.207,0,0,1,21629.78,1
72929.86,60,17,11,44633.45,0.612,1,0,0,2416.88,1
51709.72,26,1,10,28059.5,0.543,3,2,0,20893.67,1
56066.28,28,21,11,7886.86,0.141,1,0,1,7630.76,1
36002.92,46,11,1,0.0,0.0,0,0,1,12326.4,0
25844.04,73,23,1,0.0,0.0,0,0,0,4481.34,0
53079.72,18,5,5,0.0,0.0,0,0,0,0.0,1
43424.82,68,32,8,0.0,0.0,0,0,0,17443.56,0
11547.43,29,27,2,16383.94,1.419,1,0,1,7538.92,1
33438.61,33,25,1,11169.66,0.334,0,0,0,4706.42,1
38342.06,54,20,0,14094.1,0.368,0,0,1,17951.14,1
29790.84,59,8,6,0.0,0.0,0,0,1,22981.13,0
69634.71,67,37,11,19243.96,0.276,2,0,1,2685.4,1
49596.78,18,10,5,0.0,0.0,1,0,1,24425.29,0
67463.5,20,14,8,15421.85,0.229,0,0,0,182.42,1
45268.51,45,37,0,26980.56,0.596,0,0,0,10122.77,1
41627.76,49,1,2,8681.28,0.209,0,0,1,16616.48,1
21268.04,32,5,8,18781.46,0.883,0,0,0,0.0,1
40238.59,54,30,4,0.0,0.0,2,0,1,0.0,0
40261.08,33,14,0,0.0,0.0,0,0,1,3704.83,1
12657.72,71,23,2,16174.65,1.278,3,0,1,10662.7,1
29209.45,28,23,9,28626.23,0.98,1,0,0,7998.96,1
33534.35,55,33,8,9779.93,0.292,0,0,0,0.0,1
48269.59,48,24,9,47005.09,0.974,0,2,0,4051.84,1
49227.0,23,17,4,0.0,0.0,0,0,0,0.0,1
28373.63,52,21,11,2637.61,0.093,2,0,1,1762.93,0
49377.39,26,29,11,17039.11,0.345,0,0,0,4473.2,1
36358.42,48,15,4,20601.46,0.567,0,0,1,10045.57,1
8000.0,54,6,2,2041.46,0.255,0,0,1,3409.21,1
30305.96,22,19,11,0.0,0.0,2,0,1,8206.23,0
61579.77,30,39,4,25461.92,0.413,0,1,1,2466.48,1
8000.0,34,4,5,12798.61,1.6,2,0,0,11208.54,1
42253.82,70,6,11,9056.07,0.214,0,0,1,0.0,1
71705.22,30,39,3,24652.74,0.344,0,0,0,7193.65,1
24787.74,70,33,10,10433.56,0.421,0,0,0,0.0,1
40042.98,48,4,1,11908.17,0.297,0,0,1,3851.1,1
13919.67,72,8,3,8743.31,0.628,0,0,0,9939.05,1
72544.62,65,27,4,4938.6,0.068,1,0,1,0.0,1
38333.35,34,31,5,0.0,0.0,0,0,0,6563.51,0
40932.54,49,29,2,6207.72,0.152,0,0,0,4285.98,0
67086.01,58,34,10,17189.67,0.256,1,0,0,28391.03,1
53229.57,22,20,7,0.0,0.0,0,0,0,11345.44,0
22487.43,55,35,8,26419.91,1.175,1,0,1,12812.09,1
27054.44,44,23,8,12982.06,0.48,0,0,0,0.0,1
49898.63,20,19,7,0.0,0.0,1,0,0,0.0,0
27517.58,67,25,7,37000.69,1.345,0,0,0,1705.06,1
8000.0,33,17,7,11426.88,1.428,1,0,0,0.0,1
38935.18,67,24,8,0.0,0.0,0,0,1,9965.16,1
10395.75,29,33,11,34615.39,3.329,0,0,0,10483.48,1
72325.64,48,38,2,37555.59,0.519,0,1,0,9799.49,1
43535.75,39,23,6,721.86,0.017,0,0,0,6988.14,1
21896.5,68,0,2,7344.95,0.335,0,0,0,0.0,1
26027.35,72,24,2,5738.93,0.22,0,0,0,407.2,1
8000.0,61,10,11,0.0,0.0,1,0,1,11852.89,0
18010.76,66,9,5,16671.39,0.926,1,0,0,27621.13,1
60326.46,61,35,8,28709.83,0.476,0,0,0,10155.88,1
84635.72,34,17,8,28316.9,0.335,0,0,1,11385.22,1
54527.93,70,31,0,15944.1,0.292,0,0,0,26732.53,1
38159.15,48,14,5,27948.3,0.732,0,0,1,7563.73,1
31360.81,37,24,2,0.0,0.0,0,0,1,0.0,0
20870.08,28,26,3,39361.23,1.886,1,0,1,11514.91,1
81195.32,58,35,2,6538.3,0.081,0,0,0,24314.24,1
36225.03,33,7,7,3707.39,0.102,1,0,0,16754.83,1
82312.6,55,22,1,9603.02,0.117,2,3,0,9948.46,1
67870.39,21,16,5,7064.84,0.104,0,0,0,0.0,1
8000.0,54,18,3,7909.14,0.989,3,0,1,0.0,1
26680.95,54,33,11,9196.42,0.345,0,0,0,11324.54,1
26619.1,47,5,9,14606.51,0.549,0,0,1,4469.29,1
38403.07,55,21,4,1559.85,0.041,0,0,1,7036.38,0
38793.71,74,15,3,16378.44,0.422,0,0,0,17737.43,0
99924.78,65,35,8,3636.07,0.036,1,0,0,0.0,0
18455.44,43,8,7,22832.66,1.237,1,0,0,1747.63,1
44579.4,67,9,6,25258.99,0.567,1,0,1,20004.21,1
52330.15,72,3,0,15146.21,0.289,2,0,0,0.0,1
39968.56,27,17,0,4251.4,0.106,1,0,0,19611.99,0
42203.61,38,0,7,18887.36,0.448,0,0,1,11527.23,1
19103.82,60,20,5,0.0,0.0,0,0,0,6739.3,1
42129.72,47,8,9,14731.08,0.35,2,0,1,9467.0,1
50227.98,25,16,0,12745.57,0.254,0,0,0,11686.68,0
46552.01,44,24,2,54103.83,1.162,0,0,0,14569.27,1
51404.02,39,27,9,0.0,0.0,0,0,1,0.0,0
68252.16,60,2,11,0.0,0.0,1,0,1,20665.35,0
58739.33,47,5,8,6310.23,0.107,0,0,1,10450.06,1
41425.89,25,12,0,0.0,0.0,2,0,1,19517.13,1
16564.83,20,20,0,756.06,0.046,0,0,1,12472.94,0
27999.89,34,35,10,0.0,0.0,0,0,0,29833.12,0
35607.38,26,5,5,0.0,0.0,0,0,0,869.21,0
45046.92,67,2,5,0.0,0.0,0,0,1,24169.26,0
30433.34,33,25,11,27487.61,0.903,0,0,1,0.0,1
21285.34,54,39,2,11400.59,0.536,0,0,1,13450.83,1
16236.03,25,33,3,27755.4,1.709,1,0,1,18618.49,1
8000.0,43,22,8,11407.22,1.426,1,0,1,8184.94,1
35300.99,71,0,10,27458.95,0.778,1,0,1,0.0,1
10606.69,54,23,4,6528.49,0.615,1,0,1,9339.59,1
19989.49,34,18,1,35917.23,1.797,0,0,1,3289.54,1
32121.96,60,17,0,20276.72,0.631,1,0,0,17026.72,1
13281.65,46,19,0,0.0,0.0,0,0,0,0.0,1
47595.04,31,22,4,24046.75,0.505,0,0,0,2546.08,1
54804.46,74,28,6,15886.92,0.29,1,0,0,1267.91,0
29011.46,71,7,5,9863.53,0.34,0,0,0,4875.53,1
31259.45,50,2,2,14566.26,0.466,1,0,0,8852.45,1
50748.6,19,2,8,26343.61,0.519,0,0,0,13717.06,1
25720.1,41,16,10,0.0,0.0,0,0,0,12935.76,1
24345.32,47,20,2,7170.43,0.295,0,0,1,0.0,1
63929.97,70,31,8,26633.06,0.417,0,0,0,0.0,1
57683.75,59,17,6,19491.78,0.338,0,0,1,2134.29,1
52031.0,30,21,8,0.0,0.0,0,0,1,4501.13,0
58512.89,47,39,0,0.0,0.0,1,0,0,0.0,0
8000.0,28,29,8,36313.9,4.539,0,0,0,501.07,1
67076.71,45,27,8,13901.44,0.207,1,0,1,20971.12,1
47841.24,48,14,8,37494.87,0.784,2,0,1,11081.83,1
60215.63,47,6,10,27946.0,0.464,0,0,0,0.0,1
47743.24,42,36,8,2870.12,0.06,1,0,0,11998.13,0
40978.5,42,22,11,0.0,0.0,1,0,1,3880.16,0
34493.82,63,3,8,6517.14,0.189,1,0,0,26472.0,1
47342.89,46,19,5,14175.65,0.299,1,0,1,1694.34,1
33765.04,20,3,10,20136.4,0.596,0,0,0,3055.52,1
57357.52,60,39,8,0.0,0.0,0,0,0,5037.96,1
8270.87,53,21,6,13497.19,1.632,2,0,1,0.0,1
29168.48,57,31,6,15581.48,0.534,0,0,1,12633.03,1
80896.46,58,18,4,32878.94,0.406,0,0,0,8464.96,1
27478.39,27,0,7,8145.73,0.296,0,0,0,11397.58,1
35226.33,73,25,5,20164.02,0.572,0,0,0,8283.59,1
22348.38,74,26,1,16561.39,0.741,0,0,1,9840.09,1
46716.91,26,9,5,27805.49,0.595,0,0,1,24222.33,1
25274.7,30,28,11,228.81,0.009,0,0,1,13497.22,0
36287.78,32,9,3,0.0,0.0,0,0,1,0.0,1
56977.33,73,27,8,12144.79,0.213,0,0,0,11122.21,1
26024.73,71,29,4,9137.98,0.351,1,0,1,19663.71,1
55772.22,33,5,3,0.0,0.0,0,0,1,0.0,0
56444.59,53,11,4,0.0,0.0,2,0,0,0.0,0
61099.12,31,6,11,7489.4,0.123,0,0,0,14009.4,0
42810.82,20,29,1,12557.92,0.293,0,0,1,17709.09,1
104825.18,31,9,8,21913.94,0.209,0,0,1,9728.38,1
61090.67,22,25,9,0.0,0.0,1,0,1,12370.63,0
46497.55,66,16,2,0.0,0.0,0,0,0,21702.95,0
22481.51,62,3,9,29191.48,1.298,0,0,0,2860.6,1
38058.82,28,35,7,10961.76,0.288,0,0,1,0.0,1
68526.54,50,28,4,16816.15,0.245,0,0,0,5481.47,1
74190.69,29,10,2,0.0,0.0,0,0,0,9751.0,0
69566.58,50,35,11,16890.6,0.243,0,0,1,11147.65,0
55703.85,69,28,2,9935.32,0.178,0,0,0,15722.42,0
14886.8,68,32,11,2210.7,0.148,0,0,1,24655.49,0
49743.24,65,7,7,0.0,0.0,0,0,0,9847.36,0
15171.95,31,0,10,0.0,0.0,1,0,1,0.0,1
10250.58,28,2,3,40605.32,3.961,0,0,1,283.83,1
44783.17,27,21,0,9236.26,0.206,1,0,0,9375.45,1
50463.99,25,31,7,26890.69,0.533,0,0,0,22539.92,1
58067.54,52,36,4,12860.79,0.221,0,0,1,14541.78,1
49942.72,55,38,6,10312.53,0.206,1,0,0,0.0,1
50631.72,68,23,5,5523.13,0.109,0,0,0,1490.99,0
20306.95,23,25,3,32215.17,1.586,0,3,1,5072.71,1
37900.47,33,11,8,19386.13,0.511,1,0,1,8741.47,1
9857.66,59,0,6,0.0,0.0,1,0,1,5277.13,1
8000.0,56,7,7,4888.35,0.611,0,0,1,0.0,1
54812.85,42,2,8,31619.89,0.577,1,0,0,476.26,1
24937.51,26,27,8,0.0,0.0,0,0,0,7260.86,1
57449.97,45,20,3,20402.53,0.355,2,0,0,10095.44,1
62166.95,27,30,9,24280.72,0.391,1,0,0,0.0,1
27613.65,48,5,2,1515.17,0.055,0,0,1,11213.68,1
51806.22,69,36,11,17499.54,0.338,1,0,1,26152.65,1
26776.87,29,28,9,20212.33,0.755,0,0,0,10067.25,1
8000.0,24,36,6,0.0,0.0,0,0,0,10730.29,0
42466.19,60,25,2,26875.65,0.633,0,0,0,0.0,1
30582.52,19,13,10,17518.35,0.573,1,0,0,15369.44,1
31198.22,74,25,6,10825.22,0.347,0,0,0,2207.16,1
79506.86,62,24,9,19524.61,0.246,0,0,1,18706.15,1
9482.86,40,7,0,21556.17,2.273,1,0,1,26015.67,1
47657.42,38,4,4,49507.49,1.039,1,0,0,1229.39,1
20103.86,40,26,3,21159.58,1.052,1,4,1,1535.86,1
58165.23,40,3,9,27975.26,0.481,0,0,1,13330.59,1
45968.62,65,4,5,17499.76,0.381,1,0,1,0.0,1
47586.89,63,2,1,43283.46,0.91,0,0,0,8992.24,1
21102.21,29,24,7,0.0,0.0,1,0,0,5107.58,1
24688.24,28,37,1,0.0,0.0,1,0,0,7196.99,0
58545.01,48,19,5,18149.99,0.31,2,0,1,0.0,1
75415.95,55,6,11,27443.73,0.364,0,0,0,13067.21,1
49606.16,59,20,5,0.0,0.0,0,0,0,32576.8,0
22051.59,35,19,5,12153.62,0.551,0,0,1,3856.55,1
46778.77,45,23,0,11970.53,0.256,0,0,0,0.0,1
88549.44,23,17,5,30017.32,0.339,1,0,0,15997.04,1
42048.46,43,21,11,20635.88,0.491,2,0,0,0.0,1
69236.82,57,12,11,0.0,0.0,0,0,1,8304.86,0
25193.41,35,36,11,0.0,0.0,1,0,0,903.7,0
39158.28,36,21,4,1813.98,0.046,1,0,0,0.0,1
52391.3,44,12,0,26323.31,0.502,0,0,0,11106.92,1
47946.57,67,0,2,20414.35,0.426,0,0,0,1102.83,1
24672.23,52,27,2,3156.35,0.128,0,0,1,0.0,1
23809.65,70,15,0,14549.17,0.611,0,0,1,10923.01,1
59765.69,21,9,8,106.47,0.002,0,0,0,36722.68,1
63831.02,66,19,6,47127.68,0.738,0,0,1,18172.19,1
70242.87,20,19,8,25639.65,0.365,0,0,0,7613.79,1
76078.61,36,32,2,29400.52,0.386,0,0,0,38331.15,0
42692.39,42,21,8,34921.4,0.818,0,0,0,0.0,1
33776.02,31,28,0,28621.25,0.847,0,0,1,13752.84,1
67019.82,74,25,8,17174.88,0.256,0,0,1,26323.82,0
54261.39,68,33,9,12651.66,0.233,1,0,1,0.0,0
20350.89,50,0,3,31359.36,1.541,0,0,0,11015.56,1
19327.29,43,15,3,12330.76,0.638,2,0,0,1696.74,1
